Datum,Stunde,Zaehlstelle,Anzahl,Wochentag,Monat,Ist_Wochenende
2024-02-22,18,Jannowitzbruecke_Nord,291,Donnerstag,2,Nein
2024-02-22,19,Jannowitzbruecke_Nord,207,Donnerstag,2,Nein
2024-02-22,20,Jannowitzbruecke_Nord,109,Donnerstag,2,Nein
2024-02-22,21,Jannowitzbruecke_Nord,89,Donnerstag,2,Nein
2024-02-22,22,Jannowitzbruecke_Nord,57,Donnerstag,2,Nein
2024-02-22,23,Jannowitzbruecke_Nord,42,Donnerstag,2,Nein
2024-02-23,0,Jannowitzbruecke_Nord,24,Freitag,2,Nein
2024-02-23,1,Jannowitzbruecke_Nord,14,Freitag,2,Nein
2024-02-23,2,Jannowitzbruecke_Nord,6,Freitag,2,Nein
2024-02-23,3,Jannowitzbruecke_Nord,9,Freitag,2,Nein
2024-02-23,4,Jannowitzbruecke_Nord,8,Freitag,2,Nein
2024-02-23,5,Jannowitzbruecke_Nord,12,Freitag,2,Nein
2024-02-23,6,Jannowitzbruecke_Nord,43,Freitag,2,Nein
2024-02-23,7,Jannowitzbruecke_Nord,101,Freitag,2,Nein
2024-02-23,8,Jannowitzbruecke_Nord,201,Freitag,2,Nein
2024-02-23,9,Jannowitzbruecke_Nord,188,Freitag,2,Nein
2024-02-23,10,Jannowitzbruecke_Nord,153,Freitag,2,Nein
2024-02-23,11,Jannowitzbruecke_Nord,145,Freitag,2,Nein
2024-02-23,12,Jannowitzbruecke_Nord,173,Freitag,2,Nein
2024-02-23,13,Jannowitzbruecke_Nord,188,Freitag,2,Nein
2024-02-23,14,Jannowitzbruecke_Nord,233,Freitag,2,Nein
2024-02-23,15,Jannowitzbruecke_Nord,272,Freitag,2,Nein
2024-02-23,16,Jannowitzbruecke_Nord,268,Freitag,2,Nein
2024-02-23,17,Jannowitzbruecke_Nord,289,Freitag,2,Nein
2024-02-23,18,Jannowitzbruecke_Nord,295,Freitag,2,Nein
2024-02-23,19,Jannowitzbruecke_Nord,178,Freitag,2,Nein
2024-02-23,20,Jannowitzbruecke_Nord,120,Freitag,2,Nein
2024-02-23,21,Jannowitzbruecke_Nord,94,Freitag,2,Nein
2024-02-23,22,Jannowitzbruecke_Nord,87,Freitag,2,Nein
2024-02-23,23,Jannowitzbruecke_Nord,77,Freitag,2,Nein
2024-02-24,0,Jannowitzbruecke_Nord,40,Samstag,2,Ja
2024-02-24,1,Jannowitzbruecke_Nord,30,Samstag,2,Ja
2024-02-24,2,Jannowitzbruecke_Nord,22,Samstag,2,Ja
2024-02-24,3,Jannowitzbruecke_Nord,18,Samstag,2,Ja
2024-02-24,4,Jannowitzbruecke_Nord,16,Samstag,2,Ja
2024-02-24,5,Jannowitzbruecke_Nord,11,Samstag,2,Ja
2024-02-24,6,Jannowitzbruecke_Nord,15,Samstag,2,Ja
2024-02-24,7,Jannowitzbruecke_Nord,27,Samstag,2,Ja
2024-02-24,8,Jannowitzbruecke_Nord,30,Samstag,2,Ja
2024-02-24,9,Jannowitzbruecke_Nord,80,Samstag,2,Ja
2024-02-24,10,Jannowitzbruecke_Nord,130,Samstag,2,Ja
2024-02-24,11,Jannowitzbruecke_Nord,119,Samstag,2,Ja
2024-02-24,12,Jannowitzbruecke_Nord,167,Samstag,2,Ja
2024-02-24,13,Jannowitzbruecke_Nord,171,Samstag,2,Ja
2024-02-24,14,Jannowitzbruecke_Nord,193,Samstag,2,Ja
2024-02-24,15,Jannowitzbruecke_Nord,209,Samstag,2,Ja
2024-02-24,16,Jannowitzbruecke_Nord,164,Samstag,2,Ja
2024-02-24,17,Jannowitzbruecke_Nord,174,Samstag,2,Ja
2024-02-24,18,Jannowitzbruecke_Nord,178,Samstag,2,Ja
2024-02-24,19,Jannowitzbruecke_Nord,118,Samstag,2,Ja
2024-02-24,20,Jannowitzbruecke_Nord,93,Samstag,2,Ja
2024-02-24,21,Jannowitzbruecke_Nord,69,Samstag,2,Ja
2024-02-24,22,Jannowitzbruecke_Nord,47,Samstag,2,Ja
2024-02-24,23,Jannowitzbruecke_Nord,47,Samstag,2,Ja
2024-02-25,0,Jannowitzbruecke_Nord,49,Sonntag,2,Ja
2024-02-25,1,Jannowitzbruecke_Nord,24,Sonntag,2,Ja
2024-02-25,2,Jannowitzbruecke_Nord,27,Sonntag,2,Ja
2024-02-25,3,Jannowitzbruecke_Nord,12,Sonntag,2,Ja
2024-02-25,4,Jannowitzbruecke_Nord,12,Sonntag,2,Ja
2024-02-25,5,Jannowitzbruecke_Nord,9,Sonntag,2,Ja
2024-02-25,6,Jannowitzbruecke_Nord,17,Sonntag,2,Ja
2024-02-25,7,Jannowitzbruecke_Nord,15,Sonntag,2,Ja
2024-02-25,8,Jannowitzbruecke_Nord,18,Sonntag,2,Ja
2024-02-25,9,Jannowitzbruecke_Nord,44,Sonntag,2,Ja
2024-02-25,10,Jannowitzbruecke_Nord,85,Sonntag,2,Ja
2024-02-25,11,Jannowitzbruecke_Nord,92,Sonntag,2,Ja
2024-02-25,12,Jannowitzbruecke_Nord,143,Sonntag,2,Ja
2024-02-25,13,Jannowitzbruecke_Nord,137,Sonntag,2,Ja
2024-02-25,14,Jannowitzbruecke_Nord,150,Sonntag,2,Ja
2024-02-25,15,Jannowitzbruecke_Nord,192,Sonntag,2,Ja
2024-02-25,16,Jannowitzbruecke_Nord,114,Sonntag,2,Ja
2024-02-25,17,Jannowitzbruecke_Nord,171,Sonntag,2,Ja
2024-02-25,18,Jannowitzbruecke_Nord,144,Sonntag,2,Ja
2024-02-25,19,Jannowitzbruecke_Nord,96,Sonntag,2,Ja
2024-02-25,20,Jannowitzbruecke_Nord,62,Sonntag,2,Ja
2024-02-25,21,Jannowitzbruecke_Nord,90,Sonntag,2,Ja
2024-02-25,22,Jannowitzbruecke_Nord,33,Sonntag,2,Ja
2024-02-25,23,Jannowitzbruecke_Nord,20,Sonntag,2,Ja
2024-02-26,0,Jannowitzbruecke_Nord,13,Montag,2,Nein
2024-02-26,1,Jannowitzbruecke_Nord,2,Montag,2,Nein
2024-02-26,2,Jannowitzbruecke_Nord,4,Montag,2,Nein
2024-02-26,3,Jannowitzbruecke_Nord,5,Montag,2,Nein
2024-02-26,4,Jannowitzbruecke_Nord,12,Montag,2,Nein
2024-02-26,5,Jannowitzbruecke_Nord,15,Montag,2,Nein
2024-02-26,6,Jannowitzbruecke_Nord,43,Montag,2,Nein
2024-02-26,7,Jannowitzbruecke_Nord,155,Montag,2,Nein
2024-02-26,8,Jannowitzbruecke_Nord,312,Montag,2,Nein
2024-02-26,9,Jannowitzbruecke_Nord,291,Montag,2,Nein
2024-02-26,10,Jannowitzbruecke_Nord,138,Montag,2,Nein
2024-02-26,11,Jannowitzbruecke_Nord,142,Montag,2,Nein
2024-02-26,12,Jannowitzbruecke_Nord,140,Montag,2,Nein
2024-02-26,13,Jannowitzbruecke_Nord,181,Montag,2,Nein
2024-02-26,14,Jannowitzbruecke_Nord,215,Montag,2,Nein
2024-02-26,15,Jannowitzbruecke_Nord,282,Montag,2,Nein
2024-02-26,16,Jannowitzbruecke_Nord,351,Montag,2,Nein
2024-02-26,17,Jannowitzbruecke_Nord,398,Montag,2,Nein
2024-02-26,18,Jannowitzbruecke_Nord,439,Montag,2,Nein
2024-02-26,19,Jannowitzbruecke_Nord,225,Montag,2,Nein
2024-02-26,20,Jannowitzbruecke_Nord,138,Montag,2,Nein
2024-02-26,21,Jannowitzbruecke_Nord,129,Montag,2,Nein
2024-02-26,22,Jannowitzbruecke_Nord,89,Montag,2,Nein
2024-02-26,23,Jannowitzbruecke_Nord,33,Montag,2,Nein
2024-02-27,0,Jannowitzbruecke_Nord,9,Dienstag,2,Nein
2024-02-27,1,Jannowitzbruecke_Nord,10,Dienstag,2,Nein
2024-02-27,2,Jannowitzbruecke_Nord,5,Dienstag,2,Nein
2024-02-27,3,Jannowitzbruecke_Nord,8,Dienstag,2,Nein
2024-02-27,4,Jannowitzbruecke_Nord,7,Dienstag,2,Nein
2024-02-27,5,Jannowitzbruecke_Nord,19,Dienstag,2,Nein
2024-02-27,6,Jannowitzbruecke_Nord,40,Dienstag,2,Nein
2024-02-27,7,Jannowitzbruecke_Nord,155,Dienstag,2,Nein
2024-02-27,8,Jannowitzbruecke_Nord,313,Dienstag,2,Nein
2024-02-27,9,Jannowitzbruecke_Nord,290,Dienstag,2,Nein
2024-02-27,10,Jannowitzbruecke_Nord,146,Dienstag,2,Nein
2024-02-27,11,Jannowitzbruecke_Nord,116,Dienstag,2,Nein
2024-02-27,12,Jannowitzbruecke_Nord,135,Dienstag,2,Nein
2024-02-27,13,Jannowitzbruecke_Nord,159,Dienstag,2,Nein
2024-02-27,14,Jannowitzbruecke_Nord,177,Dienstag,2,Nein
2024-02-27,15,Jannowitzbruecke_Nord,283,Dienstag,2,Nein
2024-02-27,16,Jannowitzbruecke_Nord,326,Dienstag,2,Nein
2024-02-27,17,Jannowitzbruecke_Nord,425,Dienstag,2,Nein
2024-02-27,18,Jannowitzbruecke_Nord,408,Dienstag,2,Nein
2024-02-27,19,Jannowitzbruecke_Nord,234,Dienstag,2,Nein
2024-02-27,20,Jannowitzbruecke_Nord,151,Dienstag,2,Nein
2024-02-27,21,Jannowitzbruecke_Nord,118,Dienstag,2,Nein
2024-02-27,22,Jannowitzbruecke_Nord,88,Dienstag,2,Nein
2024-02-27,23,Jannowitzbruecke_Nord,38,Dienstag,2,Nein
2024-02-28,0,Jannowitzbruecke_Nord,15,Mittwoch,2,Nein
2024-02-28,1,Jannowitzbruecke_Nord,7,Mittwoch,2,Nein
2024-02-28,2,Jannowitzbruecke_Nord,4,Mittwoch,2,Nein
2024-02-28,3,Jannowitzbruecke_Nord,3,Mittwoch,2,Nein
2024-02-28,4,Jannowitzbruecke_Nord,6,Mittwoch,2,Nein
2024-02-28,5,Jannowitzbruecke_Nord,13,Mittwoch,2,Nein
2024-02-28,6,Jannowitzbruecke_Nord,54,Mittwoch,2,Nein
2024-02-28,7,Jannowitzbruecke_Nord,129,Mittwoch,2,Nein
2024-02-28,8,Jannowitzbruecke_Nord,301,Mittwoch,2,Nein
2024-02-28,9,Jannowitzbruecke_Nord,250,Mittwoch,2,Nein
2024-02-28,10,Jannowitzbruecke_Nord,123,Mittwoch,2,Nein
2024-02-28,11,Jannowitzbruecke_Nord,134,Mittwoch,2,Nein
2024-02-28,12,Jannowitzbruecke_Nord,134,Mittwoch,2,Nein
2024-02-28,13,Jannowitzbruecke_Nord,151,Mittwoch,2,Nein
2024-02-28,14,Jannowitzbruecke_Nord,190,Mittwoch,2,Nein
2024-02-28,15,Jannowitzbruecke_Nord,260,Mittwoch,2,Nein
2024-02-28,16,Jannowitzbruecke_Nord,319,Mittwoch,2,Nein
2024-02-28,17,Jannowitzbruecke_Nord,415,Mittwoch,2,Nein
2024-02-28,18,Jannowitzbruecke_Nord,398,Mittwoch,2,Nein
2024-02-28,19,Jannowitzbruecke_Nord,277,Mittwoch,2,Nein
2024-02-28,20,Jannowitzbruecke_Nord,139,Mittwoch,2,Nein
2024-02-28,21,Jannowitzbruecke_Nord,114,Mittwoch,2,Nein
2024-02-28,22,Jannowitzbruecke_Nord,84,Mittwoch,2,Nein
2024-02-28,23,Jannowitzbruecke_Nord,56,Mittwoch,2,Nein
2024-02-29,0,Jannowitzbruecke_Nord,15,Donnerstag,2,Nein
2024-02-29,1,Jannowitzbruecke_Nord,11,Donnerstag,2,Nein
2024-02-29,2,Jannowitzbruecke_Nord,10,Donnerstag,2,Nein
2024-02-29,3,Jannowitzbruecke_Nord,5,Donnerstag,2,Nein
2024-02-29,4,Jannowitzbruecke_Nord,19,Donnerstag,2,Nein
2024-02-29,5,Jannowitzbruecke_Nord,26,Donnerstag,2,Nein
2024-02-29,6,Jannowitzbruecke_Nord,58,Donnerstag,2,Nein
2024-02-29,7,Jannowitzbruecke_Nord,215,Donnerstag,2,Nein
2024-02-29,8,Jannowitzbruecke_Nord,454,Donnerstag,2,Nein
2024-02-29,9,Jannowitzbruecke_Nord,404,Donnerstag,2,Nein
2024-02-29,10,Jannowitzbruecke_Nord,247,Donnerstag,2,Nein
2024-02-29,11,Jannowitzbruecke_Nord,201,Donnerstag,2,Nein
2024-02-29,12,Jannowitzbruecke_Nord,237,Donnerstag,2,Nein
2024-02-29,13,Jannowitzbruecke_Nord,244,Donnerstag,2,Nein
2024-02-29,14,Jannowitzbruecke_Nord,339,Donnerstag,2,Nein
2024-02-29,15,Jannowitzbruecke_Nord,425,Donnerstag,2,Nein
2024-02-29,16,Jannowitzbruecke_Nord,468,Donnerstag,2,Nein
2024-02-29,17,Jannowitzbruecke_Nord,539,Donnerstag,2,Nein
2024-02-29,18,Jannowitzbruecke_Nord,578,Donnerstag,2,Nein
2024-02-29,19,Jannowitzbruecke_Nord,433,Donnerstag,2,Nein
2024-02-29,20,Jannowitzbruecke_Nord,217,Donnerstag,2,Nein
2024-02-29,21,Jannowitzbruecke_Nord,171,Donnerstag,2,Nein
2024-02-29,22,Jannowitzbruecke_Nord,160,Donnerstag,2,Nein
2024-02-29,23,Jannowitzbruecke_Nord,100,Donnerstag,2,Nein
2024-03-01,0,Jannowitzbruecke_Nord,54,Freitag,3,Nein
2024-03-01,1,Jannowitzbruecke_Nord,16,Freitag,3,Nein
2024-03-01,2,Jannowitzbruecke_Nord,4,Freitag,3,Nein
2024-03-01,3,Jannowitzbruecke_Nord,11,Freitag,3,Nein
2024-03-01,4,Jannowitzbruecke_Nord,21,Freitag,3,Nein
2024-03-01,5,Jannowitzbruecke_Nord,21,Freitag,3,Nein
2024-03-01,6,Jannowitzbruecke_Nord,72,Freitag,3,Nein
2024-03-01,7,Jannowitzbruecke_Nord,159,Freitag,3,Nein
2024-03-01,8,Jannowitzbruecke_Nord,340,Freitag,3,Nein
2024-03-01,9,Jannowitzbruecke_Nord,311,Freitag,3,Nein
2024-03-01,10,Jannowitzbruecke_Nord,229,Freitag,3,Nein
2024-03-01,11,Jannowitzbruecke_Nord,198,Freitag,3,Nein
2024-03-01,12,Jannowitzbruecke_Nord,229,Freitag,3,Nein
2024-03-01,13,Jannowitzbruecke_Nord,265,Freitag,3,Nein
2024-03-01,14,Jannowitzbruecke_Nord,369,Freitag,3,Nein
2024-03-01,15,Jannowitzbruecke_Nord,367,Freitag,3,Nein
2024-03-01,16,Jannowitzbruecke_Nord,346,Freitag,3,Nein
2024-03-01,17,Jannowitzbruecke_Nord,377,Freitag,3,Nein
2024-03-01,18,Jannowitzbruecke_Nord,332,Freitag,3,Nein
2024-03-01,19,Jannowitzbruecke_Nord,238,Freitag,3,Nein
2024-03-01,20,Jannowitzbruecke_Nord,159,Freitag,3,Nein
2024-03-01,21,Jannowitzbruecke_Nord,110,Freitag,3,Nein
2024-03-01,22,Jannowitzbruecke_Nord,83,Freitag,3,Nein
2024-03-01,23,Jannowitzbruecke_Nord,75,Freitag,3,Nein
2024-03-02,0,Jannowitzbruecke_Nord,64,Samstag,3,Ja
2024-03-02,1,Jannowitzbruecke_Nord,40,Samstag,3,Ja
2024-03-02,2,Jannowitzbruecke_Nord,33,Samstag,3,Ja
2024-03-02,3,Jannowitzbruecke_Nord,18,Samstag,3,Ja
2024-03-02,4,Jannowitzbruecke_Nord,13,Samstag,3,Ja
2024-03-02,5,Jannowitzbruecke_Nord,10,Samstag,3,Ja
2024-03-02,6,Jannowitzbruecke_Nord,13,Samstag,3,Ja
2024-03-02,7,Jannowitzbruecke_Nord,21,Samstag,3,Ja
2024-03-02,8,Jannowitzbruecke_Nord,35,Samstag,3,Ja
2024-03-02,9,Jannowitzbruecke_Nord,70,Samstag,3,Ja
2024-03-02,10,Jannowitzbruecke_Nord,91,Samstag,3,Ja
2024-03-02,11,Jannowitzbruecke_Nord,113,Samstag,3,Ja
2024-03-02,12,Jannowitzbruecke_Nord,133,Samstag,3,Ja
2024-03-02,13,Jannowitzbruecke_Nord,183,Samstag,3,Ja
2024-03-02,14,Jannowitzbruecke_Nord,246,Samstag,3,Ja
2024-03-02,15,Jannowitzbruecke_Nord,232,Samstag,3,Ja
2024-03-02,16,Jannowitzbruecke_Nord,178,Samstag,3,Ja
2024-03-02,17,Jannowitzbruecke_Nord,194,Samstag,3,Ja
2024-03-02,18,Jannowitzbruecke_Nord,212,Samstag,3,Ja
2024-03-02,19,Jannowitzbruecke_Nord,160,Samstag,3,Ja
2024-03-02,20,Jannowitzbruecke_Nord,105,Samstag,3,Ja
2024-03-02,21,Jannowitzbruecke_Nord,65,Samstag,3,Ja
2024-03-02,22,Jannowitzbruecke_Nord,76,Samstag,3,Ja
2024-03-02,23,Jannowitzbruecke_Nord,83,Samstag,3,Ja
2024-03-03,0,Jannowitzbruecke_Nord,57,Sonntag,3,Ja
2024-03-03,1,Jannowitzbruecke_Nord,32,Sonntag,3,Ja
2024-03-03,2,Jannowitzbruecke_Nord,28,Sonntag,3,Ja
2024-03-03,3,Jannowitzbruecke_Nord,23,Sonntag,3,Ja
2024-03-03,4,Jannowitzbruecke_Nord,17,Sonntag,3,Ja
2024-03-03,5,Jannowitzbruecke_Nord,9,Sonntag,3,Ja
2024-03-03,6,Jannowitzbruecke_Nord,12,Sonntag,3,Ja
2024-03-03,7,Jannowitzbruecke_Nord,18,Sonntag,3,Ja
2024-03-03,8,Jannowitzbruecke_Nord,29,Sonntag,3,Ja
2024-03-03,9,Jannowitzbruecke_Nord,54,Sonntag,3,Ja
2024-03-03,10,Jannowitzbruecke_Nord,96,Sonntag,3,Ja
2024-03-03,11,Jannowitzbruecke_Nord,105,Sonntag,3,Ja
2024-03-03,12,Jannowitzbruecke_Nord,146,Sonntag,3,Ja
2024-03-03,13,Jannowitzbruecke_Nord,146,Sonntag,3,Ja
2024-03-03,14,Jannowitzbruecke_Nord,168,Sonntag,3,Ja
2024-03-03,15,Jannowitzbruecke_Nord,154,Sonntag,3,Ja
2024-03-03,16,Jannowitzbruecke_Nord,176,Sonntag,3,Ja
2024-03-03,17,Jannowitzbruecke_Nord,191,Sonntag,3,Ja
2024-03-03,18,Jannowitzbruecke_Nord,137,Sonntag,3,Ja
2024-03-03,19,Jannowitzbruecke_Nord,111,Sonntag,3,Ja
2024-03-03,20,Jannowitzbruecke_Nord,79,Sonntag,3,Ja
2024-03-03,21,Jannowitzbruecke_Nord,77,Sonntag,3,Ja
2024-03-03,22,Jannowitzbruecke_Nord,49,Sonntag,3,Ja
2024-03-03,23,Jannowitzbruecke_Nord,39,Sonntag,3,Ja
2024-03-04,0,Jannowitzbruecke_Nord,15,Montag,3,Nein
2024-03-04,1,Jannowitzbruecke_Nord,7,Montag,3,Nein
2024-03-04,2,Jannowitzbruecke_Nord,3,Montag,3,Nein
2024-03-04,3,Jannowitzbruecke_Nord,2,Montag,3,Nein
2024-03-04,4,Jannowitzbruecke_Nord,10,Montag,3,Nein
2024-03-04,5,Jannowitzbruecke_Nord,18,Montag,3,Nein
2024-03-04,6,Jannowitzbruecke_Nord,53,Montag,3,Nein
2024-03-04,7,Jannowitzbruecke_Nord,128,Montag,3,Nein
2024-03-04,8,Jannowitzbruecke_Nord,328,Montag,3,Nein
2024-03-04,9,Jannowitzbruecke_Nord,300,Montag,3,Nein
2024-03-04,10,Jannowitzbruecke_Nord,155,Montag,3,Nein
2024-03-04,11,Jannowitzbruecke_Nord,147,Montag,3,Nein
2024-03-04,12,Jannowitzbruecke_Nord,161,Montag,3,Nein
2024-03-04,13,Jannowitzbruecke_Nord,173,Montag,3,Nein
2024-03-04,14,Jannowitzbruecke_Nord,237,Montag,3,Nein
2024-03-04,15,Jannowitzbruecke_Nord,288,Montag,3,Nein
2024-03-04,16,Jannowitzbruecke_Nord,362,Montag,3,Nein
2024-03-04,17,Jannowitzbruecke_Nord,405,Montag,3,Nein
2024-03-04,18,Jannowitzbruecke_Nord,460,Montag,3,Nein
2024-03-04,19,Jannowitzbruecke_Nord,263,Montag,3,Nein
2024-03-04,20,Jannowitzbruecke_Nord,140,Montag,3,Nein
2024-03-04,21,Jannowitzbruecke_Nord,150,Montag,3,Nein
2024-03-04,22,Jannowitzbruecke_Nord,109,Montag,3,Nein
2024-03-04,23,Jannowitzbruecke_Nord,37,Montag,3,Nein
2024-03-05,0,Jannowitzbruecke_Nord,14,Dienstag,3,Nein
2024-03-05,1,Jannowitzbruecke_Nord,7,Dienstag,3,Nein
2024-03-05,2,Jannowitzbruecke_Nord,5,Dienstag,3,Nein
2024-03-05,3,Jannowitzbruecke_Nord,5,Dienstag,3,Nein
2024-03-05,4,Jannowitzbruecke_Nord,7,Dienstag,3,Nein
2024-03-05,5,Jannowitzbruecke_Nord,14,Dienstag,3,Nein
2024-03-05,6,Jannowitzbruecke_Nord,56,Dienstag,3,Nein
2024-03-05,7,Jannowitzbruecke_Nord,150,Dienstag,3,Nein
2024-03-05,8,Jannowitzbruecke_Nord,361,Dienstag,3,Nein
2024-03-05,9,Jannowitzbruecke_Nord,300,Dienstag,3,Nein
2024-03-05,10,Jannowitzbruecke_Nord,147,Dienstag,3,Nein
2024-03-05,11,Jannowitzbruecke_Nord,114,Dienstag,3,Nein
2024-03-05,12,Jannowitzbruecke_Nord,196,Dienstag,3,Nein
2024-03-05,13,Jannowitzbruecke_Nord,200,Dienstag,3,Nein
2024-03-05,14,Jannowitzbruecke_Nord,212,Dienstag,3,Nein
2024-03-05,15,Jannowitzbruecke_Nord,294,Dienstag,3,Nein
2024-03-05,16,Jannowitzbruecke_Nord,393,Dienstag,3,Nein
2024-03-05,17,Jannowitzbruecke_Nord,448,Dienstag,3,Nein
2024-03-05,18,Jannowitzbruecke_Nord,475,Dienstag,3,Nein
2024-03-05,19,Jannowitzbruecke_Nord,266,Dienstag,3,Nein
2024-03-05,20,Jannowitzbruecke_Nord,164,Dienstag,3,Nein
2024-03-05,21,Jannowitzbruecke_Nord,142,Dienstag,3,Nein
2024-03-05,22,Jannowitzbruecke_Nord,112,Dienstag,3,Nein
2024-03-05,23,Jannowitzbruecke_Nord,60,Dienstag,3,Nein
2024-03-06,0,Jannowitzbruecke_Nord,25,Mittwoch,3,Nein
2024-03-06,1,Jannowitzbruecke_Nord,8,Mittwoch,3,Nein
2024-03-06,2,Jannowitzbruecke_Nord,6,Mittwoch,3,Nein
2024-03-06,3,Jannowitzbruecke_Nord,6,Mittwoch,3,Nein
2024-03-06,4,Jannowitzbruecke_Nord,7,Mittwoch,3,Nein
2024-03-06,5,Jannowitzbruecke_Nord,22,Mittwoch,3,Nein
2024-03-06,6,Jannowitzbruecke_Nord,67,Mittwoch,3,Nein
2024-03-06,7,Jannowitzbruecke_Nord,136,Mittwoch,3,Nein
2024-03-06,8,Jannowitzbruecke_Nord,317,Mittwoch,3,Nein
2024-03-06,9,Jannowitzbruecke_Nord,302,Mittwoch,3,Nein
2024-03-06,10,Jannowitzbruecke_Nord,160,Mittwoch,3,Nein
2024-03-06,11,Jannowitzbruecke_Nord,128,Mittwoch,3,Nein
2024-03-06,12,Jannowitzbruecke_Nord,161,Mittwoch,3,Nein
2024-03-06,13,Jannowitzbruecke_Nord,177,Mittwoch,3,Nein
2024-03-06,14,Jannowitzbruecke_Nord,230,Mittwoch,3,Nein
2024-03-06,15,Jannowitzbruecke_Nord,277,Mittwoch,3,Nein
2024-03-06,16,Jannowitzbruecke_Nord,321,Mittwoch,3,Nein
2024-03-06,17,Jannowitzbruecke_Nord,410,Mittwoch,3,Nein
2024-03-06,18,Jannowitzbruecke_Nord,438,Mittwoch,3,Nein
2024-03-06,19,Jannowitzbruecke_Nord,240,Mittwoch,3,Nein
2024-03-06,20,Jannowitzbruecke_Nord,163,Mittwoch,3,Nein
2024-03-06,21,Jannowitzbruecke_Nord,107,Mittwoch,3,Nein
2024-03-06,22,Jannowitzbruecke_Nord,99,Mittwoch,3,Nein
2024-03-06,23,Jannowitzbruecke_Nord,39,Mittwoch,3,Nein
2024-03-07,0,Jannowitzbruecke_Nord,37,Donnerstag,3,Nein
2024-03-07,1,Jannowitzbruecke_Nord,10,Donnerstag,3,Nein
2024-03-07,2,Jannowitzbruecke_Nord,7,Donnerstag,3,Nein
2024-03-07,3,Jannowitzbruecke_Nord,3,Donnerstag,3,Nein
2024-03-07,4,Jannowitzbruecke_Nord,8,Donnerstag,3,Nein
2024-03-07,5,Jannowitzbruecke_Nord,15,Donnerstag,3,Nein
2024-03-07,6,Jannowitzbruecke_Nord,42,Donnerstag,3,Nein
2024-03-07,7,Jannowitzbruecke_Nord,150,Donnerstag,3,Nein
2024-03-07,8,Jannowitzbruecke_Nord,315,Donnerstag,3,Nein
2024-03-07,9,Jannowitzbruecke_Nord,282,Donnerstag,3,Nein
2024-03-07,10,Jannowitzbruecke_Nord,163,Donnerstag,3,Nein
2024-03-07,11,Jannowitzbruecke_Nord,148,Donnerstag,3,Nein
2024-03-07,12,Jannowitzbruecke_Nord,178,Donnerstag,3,Nein
2024-03-07,13,Jannowitzbruecke_Nord,190,Donnerstag,3,Nein
2024-03-07,14,Jannowitzbruecke_Nord,233,Donnerstag,3,Nein
2024-03-07,15,Jannowitzbruecke_Nord,310,Donnerstag,3,Nein
2024-03-07,16,Jannowitzbruecke_Nord,365,Donnerstag,3,Nein
2024-03-07,17,Jannowitzbruecke_Nord,397,Donnerstag,3,Nein
2024-03-07,18,Jannowitzbruecke_Nord,379,Donnerstag,3,Nein
2024-03-07,19,Jannowitzbruecke_Nord,257,Donnerstag,3,Nein
2024-03-07,20,Jannowitzbruecke_Nord,187,Donnerstag,3,Nein
2024-03-07,21,Jannowitzbruecke_Nord,111,Donnerstag,3,Nein
2024-03-07,22,Jannowitzbruecke_Nord,126,Donnerstag,3,Nein
2024-03-07,23,Jannowitzbruecke_Nord,70,Donnerstag,3,Nein
2024-03-08,0,Jannowitzbruecke_Nord,66,Freitag,3,Nein
2024-03-08,1,Jannowitzbruecke_Nord,29,Freitag,3,Nein
2024-03-08,2,Jannowitzbruecke_Nord,17,Freitag,3,Nein
2024-03-08,3,Jannowitzbruecke_Nord,15,Freitag,3,Nein
2024-03-08,4,Jannowitzbruecke_Nord,8,Freitag,3,Nein
2024-03-08,5,Jannowitzbruecke_Nord,8,Freitag,3,Nein
2024-03-08,6,Jannowitzbruecke_Nord,6,Freitag,3,Nein
2024-03-08,7,Jannowitzbruecke_Nord,20,Freitag,3,Nein
2024-03-08,8,Jannowitzbruecke_Nord,30,Freitag,3,Nein
2024-03-08,9,Jannowitzbruecke_Nord,69,Freitag,3,Nein
2024-03-08,10,Jannowitzbruecke_Nord,74,Freitag,3,Nein
2024-03-08,11,Jannowitzbruecke_Nord,96,Freitag,3,Nein
2024-03-08,12,Jannowitzbruecke_Nord,113,Freitag,3,Nein
2024-03-08,13,Jannowitzbruecke_Nord,147,Freitag,3,Nein
2024-03-08,14,Jannowitzbruecke_Nord,144,Freitag,3,Nein
2024-03-08,15,Jannowitzbruecke_Nord,157,Freitag,3,Nein
2024-03-08,16,Jannowitzbruecke_Nord,195,Freitag,3,Nein
2024-03-08,17,Jannowitzbruecke_Nord,224,Freitag,3,Nein
2024-03-08,18,Jannowitzbruecke_Nord,142,Freitag,3,Nein
2024-03-08,19,Jannowitzbruecke_Nord,110,Freitag,3,Nein
2024-03-08,20,Jannowitzbruecke_Nord,92,Freitag,3,Nein
2024-03-08,21,Jannowitzbruecke_Nord,72,Freitag,3,Nein
2024-03-08,22,Jannowitzbruecke_Nord,49,Freitag,3,Nein
2024-03-08,23,Jannowitzbruecke_Nord,66,Freitag,3,Nein
2024-03-09,0,Jannowitzbruecke_Nord,52,Samstag,3,Ja
2024-03-09,1,Jannowitzbruecke_Nord,21,Samstag,3,Ja
2024-03-09,2,Jannowitzbruecke_Nord,17,Samstag,3,Ja
2024-03-09,3,Jannowitzbruecke_Nord,12,Samstag,3,Ja
