Datum,Stunde,Zaehlstelle,Anzahl,Wochentag,Monat,Ist_Wochenende
2024-01-01,0,Jannowitzbruecke_Nord,8,Montag,1,Nein
2024-01-01,1,Jannowitzbruecke_Nord,18,Montag,1,Nein
2024-01-01,2,Jannowitzbruecke_Nord,28,Montag,1,Nein
2024-01-01,3,Jannowitzbruecke_Nord,21,Montag,1,Nein
2024-01-01,4,Jannowitzbruecke_Nord,18,Montag,1,Nein
2024-01-01,5,Jannowitzbruecke_Nord,14,Montag,1,Nein
2024-01-01,6,Jannowitzbruecke_Nord,12,Montag,1,Nein
2024-01-01,7,Jannowitzbruecke_Nord,8,Montag,1,Nein
2024-01-01,8,Jannowitzbruecke_Nord,7,Montag,1,Nein
2024-01-01,9,Jannowitzbruecke_Nord,11,Montag,1,Nein
2024-01-01,10,Jannowitzbruecke_Nord,15,Montag,1,Nein
2024-01-01,11,Jannowitzbruecke_Nord,23,Montag,1,Nein
2024-01-01,12,Jannowitzbruecke_Nord,29,Montag,1,Nein
2024-01-01,13,Jannowitzbruecke_Nord,47,Montag,1,Nein
2024-01-01,14,Jannowitzbruecke_Nord,56,Montag,1,Nein
2024-01-01,15,Jannowitzbruecke_Nord,49,Montag,1,Nein
2024-01-01,16,Jannowitzbruecke_Nord,44,Montag,1,Nein
2024-01-01,17,Jannowitzbruecke_Nord,36,Montag,1,Nein
2024-01-01,18,Jannowitzbruecke_Nord,46,Montag,1,Nein
2024-01-01,19,Jannowitzbruecke_Nord,37,Montag,1,Nein
2024-01-01,20,Jannowitzbruecke_Nord,21,Montag,1,Nein
2024-01-01,21,Jannowitzbruecke_Nord,26,Montag,1,Nein
2024-01-01,22,Jannowitzbruecke_Nord,16,Montag,1,Nein
2024-01-01,23,Jannowitzbruecke_Nord,18,Montag,1,Nein
2024-01-02,0,Jannowitzbruecke_Nord,10,Dienstag,1,Nein
2024-01-02,1,Jannowitzbruecke_Nord,5,Dienstag,1,Nein
2024-01-02,2,Jannowitzbruecke_Nord,2,Dienstag,1,Nein
2024-01-02,3,Jannowitzbruecke_Nord,3,Dienstag,1,Nein
2024-01-02,4,Jannowitzbruecke_Nord,4,Dienstag,1,Nein
2024-01-02,5,Jannowitzbruecke_Nord,11,Dienstag,1,Nein
2024-01-02,6,Jannowitzbruecke_Nord,15,Dienstag,1,Nein
2024-01-02,7,Jannowitzbruecke_Nord,44,Dienstag,1,Nein
2024-01-02,8,Jannowitzbruecke_Nord,90,Dienstag,1,Nein
2024-01-02,9,Jannowitzbruecke_Nord,90,Dienstag,1,Nein
2024-01-02,10,Jannowitzbruecke_Nord,47,Dienstag,1,Nein
2024-01-02,11,Jannowitzbruecke_Nord,46,Dienstag,1,Nein
2024-01-02,12,Jannowitzbruecke_Nord,58,Dienstag,1,Nein
2024-01-02,13,Jannowitzbruecke_Nord,79,Dienstag,1,Nein
2024-01-02,14,Jannowitzbruecke_Nord,92,Dienstag,1,Nein
2024-01-02,15,Jannowitzbruecke_Nord,102,Dienstag,1,Nein
2024-01-02,16,Jannowitzbruecke_Nord,155,Dienstag,1,Nein
2024-01-02,17,Jannowitzbruecke_Nord,162,Dienstag,1,Nein
2024-01-02,18,Jannowitzbruecke_Nord,164,Dienstag,1,Nein
2024-01-02,19,Jannowitzbruecke_Nord,67,Dienstag,1,Nein
2024-01-02,20,Jannowitzbruecke_Nord,50,Dienstag,1,Nein
2024-01-02,21,Jannowitzbruecke_Nord,27,Dienstag,1,Nein
2024-01-02,22,Jannowitzbruecke_Nord,21,Dienstag,1,Nein
2024-01-02,23,Jannowitzbruecke_Nord,16,Dienstag,1,Nein
2024-01-03,0,Jannowitzbruecke_Nord,12,Mittwoch,1,Nein
2024-01-03,1,Jannowitzbruecke_Nord,3,Mittwoch,1,Nein
2024-01-03,2,Jannowitzbruecke_Nord,2,Mittwoch,1,Nein
2024-01-03,3,Jannowitzbruecke_Nord,4,Mittwoch,1,Nein
2024-01-03,4,Jannowitzbruecke_Nord,9,Mittwoch,1,Nein
2024-01-03,5,Jannowitzbruecke_Nord,12,Mittwoch,1,Nein
2024-01-03,6,Jannowitzbruecke_Nord,20,Mittwoch,1,Nein
2024-01-03,7,Jannowitzbruecke_Nord,52,Mittwoch,1,Nein
2024-01-03,8,Jannowitzbruecke_Nord,129,Mittwoch,1,Nein
2024-01-03,9,Jannowitzbruecke_Nord,131,Mittwoch,1,Nein
2024-01-03,10,Jannowitzbruecke_Nord,73,Mittwoch,1,Nein
2024-01-03,11,Jannowitzbruecke_Nord,99,Mittwoch,1,Nein
2024-01-03,12,Jannowitzbruecke_Nord,116,Mittwoch,1,Nein
2024-01-03,13,Jannowitzbruecke_Nord,114,Mittwoch,1,Nein
2024-01-03,14,Jannowitzbruecke_Nord,141,Mittwoch,1,Nein
2024-01-03,15,Jannowitzbruecke_Nord,146,Mittwoch,1,Nein
2024-01-03,16,Jannowitzbruecke_Nord,198,Mittwoch,1,Nein
2024-01-03,17,Jannowitzbruecke_Nord,215,Mittwoch,1,Nein
2024-01-03,18,Jannowitzbruecke_Nord,235,Mittwoch,1,Nein
2024-01-03,19,Jannowitzbruecke_Nord,142,Mittwoch,1,Nein
2024-01-03,20,Jannowitzbruecke_Nord,94,Mittwoch,1,Nein
2024-01-03,21,Jannowitzbruecke_Nord,63,Mittwoch,1,Nein
2024-01-03,22,Jannowitzbruecke_Nord,51,Mittwoch,1,Nein
2024-01-03,23,Jannowitzbruecke_Nord,37,Mittwoch,1,Nein
2024-01-04,0,Jannowitzbruecke_Nord,14,Donnerstag,1,Nein
2024-01-04,1,Jannowitzbruecke_Nord,8,Donnerstag,1,Nein
2024-01-04,2,Jannowitzbruecke_Nord,6,Donnerstag,1,Nein
2024-01-04,3,Jannowitzbruecke_Nord,3,Donnerstag,1,Nein
2024-01-04,4,Jannowitzbruecke_Nord,9,Donnerstag,1,Nein
2024-01-04,5,Jannowitzbruecke_Nord,13,Donnerstag,1,Nein
2024-01-04,6,Jannowitzbruecke_Nord,25,Donnerstag,1,Nein
2024-01-04,7,Jannowitzbruecke_Nord,66,Donnerstag,1,Nein
2024-01-04,8,Jannowitzbruecke_Nord,127,Donnerstag,1,Nein
2024-01-04,9,Jannowitzbruecke_Nord,103,Donnerstag,1,Nein
2024-01-04,10,Jannowitzbruecke_Nord,73,Donnerstag,1,Nein
2024-01-04,11,Jannowitzbruecke_Nord,77,Donnerstag,1,Nein
2024-01-04,12,Jannowitzbruecke_Nord,95,Donnerstag,1,Nein
2024-01-04,13,Jannowitzbruecke_Nord,79,Donnerstag,1,Nein
2024-01-04,14,Jannowitzbruecke_Nord,108,Donnerstag,1,Nein
2024-01-04,15,Jannowitzbruecke_Nord,153,Donnerstag,1,Nein
2024-01-04,16,Jannowitzbruecke_Nord,178,Donnerstag,1,Nein
2024-01-04,17,Jannowitzbruecke_Nord,185,Donnerstag,1,Nein
2024-01-04,18,Jannowitzbruecke_Nord,228,Donnerstag,1,Nein
2024-01-04,19,Jannowitzbruecke_Nord,142,Donnerstag,1,Nein
2024-01-04,20,Jannowitzbruecke_Nord,84,Donnerstag,1,Nein
2024-01-04,21,Jannowitzbruecke_Nord,75,Donnerstag,1,Nein
2024-01-04,22,Jannowitzbruecke_Nord,59,Donnerstag,1,Nein
2024-01-04,23,Jannowitzbruecke_Nord,19,Donnerstag,1,Nein
2024-01-05,0,Jannowitzbruecke_Nord,25,Freitag,1,Nein
2024-01-05,1,Jannowitzbruecke_Nord,9,Freitag,1,Nein
2024-01-05,2,Jannowitzbruecke_Nord,7,Freitag,1,Nein
2024-01-05,3,Jannowitzbruecke_Nord,8,Freitag,1,Nein
2024-01-05,4,Jannowitzbruecke_Nord,4,Freitag,1,Nein
2024-01-05,5,Jannowitzbruecke_Nord,7,Freitag,1,Nein
2024-01-05,6,Jannowitzbruecke_Nord,21,Freitag,1,Nein
2024-01-05,7,Jannowitzbruecke_Nord,45,Freitag,1,Nein
2024-01-05,8,Jannowitzbruecke_Nord,62,Freitag,1,Nein
2024-01-05,9,Jannowitzbruecke_Nord,70,Freitag,1,Nein
2024-01-05,10,Jannowitzbruecke_Nord,70,Freitag,1,Nein
2024-01-05,11,Jannowitzbruecke_Nord,49,Freitag,1,Nein
2024-01-05,12,Jannowitzbruecke_Nord,57,Freitag,1,Nein
2024-01-05,13,Jannowitzbruecke_Nord,82,Freitag,1,Nein
2024-01-05,14,Jannowitzbruecke_Nord,87,Freitag,1,Nein
2024-01-05,15,Jannowitzbruecke_Nord,106,Freitag,1,Nein
2024-01-05,16,Jannowitzbruecke_Nord,108,Freitag,1,Nein
2024-01-05,17,Jannowitzbruecke_Nord,131,Freitag,1,Nein
2024-01-05,18,Jannowitzbruecke_Nord,110,Freitag,1,Nein
2024-01-05,19,Jannowitzbruecke_Nord,97,Freitag,1,Nein
2024-01-05,20,Jannowitzbruecke_Nord,72,Freitag,1,Nein
2024-01-05,21,Jannowitzbruecke_Nord,43,Freitag,1,Nein
2024-01-05,22,Jannowitzbruecke_Nord,38,Freitag,1,Nein
2024-01-05,23,Jannowitzbruecke_Nord,32,Freitag,1,Nein
2024-01-06,0,Jannowitzbruecke_Nord,31,Samstag,1,Ja
2024-01-06,1,Jannowitzbruecke_Nord,10,Samstag,1,Ja
2024-01-06,2,Jannowitzbruecke_Nord,7,Samstag,1,Ja
2024-01-06,3,Jannowitzbruecke_Nord,9,Samstag,1,Ja
2024-01-06,4,Jannowitzbruecke_Nord,2,Samstag,1,Ja
2024-01-06,5,Jannowitzbruecke_Nord,7,Samstag,1,Ja
2024-01-06,6,Jannowitzbruecke_Nord,4,Samstag,1,Ja
2024-01-06,7,Jannowitzbruecke_Nord,14,Samstag,1,Ja
2024-01-06,8,Jannowitzbruecke_Nord,16,Samstag,1,Ja
2024-01-06,9,Jannowitzbruecke_Nord,30,Samstag,1,Ja
2024-01-06,10,Jannowitzbruecke_Nord,51,Samstag,1,Ja
2024-01-06,11,Jannowitzbruecke_Nord,59,Samstag,1,Ja
2024-01-06,12,Jannowitzbruecke_Nord,69,Samstag,1,Ja
2024-01-06,13,Jannowitzbruecke_Nord,93,Samstag,1,Ja
2024-01-06,14,Jannowitzbruecke_Nord,96,Samstag,1,Ja
2024-01-06,15,Jannowitzbruecke_Nord,103,Samstag,1,Ja
2024-01-06,16,Jannowitzbruecke_Nord,71,Samstag,1,Ja
2024-01-06,17,Jannowitzbruecke_Nord,71,Samstag,1,Ja
2024-01-06,18,Jannowitzbruecke_Nord,111,Samstag,1,Ja
2024-01-06,19,Jannowitzbruecke_Nord,79,Samstag,1,Ja
2024-01-06,20,Jannowitzbruecke_Nord,57,Samstag,1,Ja
2024-01-06,21,Jannowitzbruecke_Nord,29,Samstag,1,Ja
2024-01-06,22,Jannowitzbruecke_Nord,34,Samstag,1,Ja
2024-01-06,23,Jannowitzbruecke_Nord,42,Samstag,1,Ja
2024-01-07,0,Jannowitzbruecke_Nord,31,Sonntag,1,Ja
2024-01-07,1,Jannowitzbruecke_Nord,16,Sonntag,1,Ja
2024-01-07,2,Jannowitzbruecke_Nord,17,Sonntag,1,Ja
2024-01-07,3,Jannowitzbruecke_Nord,5,Sonntag,1,Ja
2024-01-07,4,Jannowitzbruecke_Nord,5,Sonntag,1,Ja
2024-01-07,5,Jannowitzbruecke_Nord,2,Sonntag,1,Ja
2024-01-07,6,Jannowitzbruecke_Nord,9,Sonntag,1,Ja
2024-01-07,7,Jannowitzbruecke_Nord,3,Sonntag,1,Ja
2024-01-07,8,Jannowitzbruecke_Nord,11,Sonntag,1,Ja
2024-01-07,9,Jannowitzbruecke_Nord,27,Sonntag,1,Ja
2024-01-07,10,Jannowitzbruecke_Nord,30,Sonntag,1,Ja
2024-01-07,11,Jannowitzbruecke_Nord,38,Sonntag,1,Ja
2024-01-07,12,Jannowitzbruecke_Nord,42,Sonntag,1,Ja
2024-01-07,13,Jannowitzbruecke_Nord,51,Sonntag,1,Ja
2024-01-07,14,Jannowitzbruecke_Nord,74,Sonntag,1,Ja
2024-01-07,15,Jannowitzbruecke_Nord,59,Sonntag,1,Ja
2024-01-07,16,Jannowitzbruecke_Nord,69,Sonntag,1,Ja
2024-01-07,17,Jannowitzbruecke_Nord,70,Sonntag,1,Ja
2024-01-07,18,Jannowitzbruecke_Nord,69,Sonntag,1,Ja
2024-01-07,19,Jannowitzbruecke_Nord,38,Sonntag,1,Ja
2024-01-07,20,Jannowitzbruecke_Nord,39,Sonntag,1,Ja
2024-01-07,21,Jannowitzbruecke_Nord,37,Sonntag,1,Ja
2024-01-07,22,Jannowitzbruecke_Nord,27,Sonntag,1,Ja
2024-01-07,23,Jannowitzbruecke_Nord,16,Sonntag,1,Ja
2024-01-08,0,Jannowitzbruecke_Nord,9,Montag,1,Nein
2024-01-08,1,Jannowitzbruecke_Nord,6,Montag,1,Nein
2024-01-08,2,Jannowitzbruecke_Nord,3,Montag,1,Nein
2024-01-08,3,Jannowitzbruecke_Nord,7,Montag,1,Nein
2024-01-08,4,Jannowitzbruecke_Nord,2,Montag,1,Nein
2024-01-08,5,Jannowitzbruecke_Nord,8,Montag,1,Nein
2024-01-08,6,Jannowitzbruecke_Nord,25,Montag,1,Nein
2024-01-08,7,Jannowitzbruecke_Nord,71,Montag,1,Nein
2024-01-08,8,Jannowitzbruecke_Nord,170,Montag,1,Nein
2024-01-08,9,Jannowitzbruecke_Nord,145,Montag,1,Nein
2024-01-08,10,Jannowitzbruecke_Nord,75,Montag,1,Nein
2024-01-08,11,Jannowitzbruecke_Nord,91,Montag,1,Nein
2024-01-08,12,Jannowitzbruecke_Nord,83,Montag,1,Nein
2024-01-08,13,Jannowitzbruecke_Nord,93,Montag,1,Nein
2024-01-08,14,Jannowitzbruecke_Nord,125,Montag,1,Nein
2024-01-08,15,Jannowitzbruecke_Nord,186,Montag,1,Nein
2024-01-08,16,Jannowitzbruecke_Nord,185,Montag,1,Nein
2024-01-08,17,Jannowitzbruecke_Nord,219,Montag,1,Nein
2024-01-08,18,Jannowitzbruecke_Nord,224,Montag,1,Nein
2024-01-08,19,Jannowitzbruecke_Nord,118,Montag,1,Nein
2024-01-08,20,Jannowitzbruecke_Nord,56,Montag,1,Nein
2024-01-08,21,Jannowitzbruecke_Nord,52,Montag,1,Nein
2024-01-08,22,Jannowitzbruecke_Nord,60,Montag,1,Nein
2024-01-08,23,Jannowitzbruecke_Nord,17,Montag,1,Nein
2024-01-09,0,Jannowitzbruecke_Nord,11,Dienstag,1,Nein
2024-01-09,1,Jannowitzbruecke_Nord,4,Dienstag,1,Nein
2024-01-09,2,Jannowitzbruecke_Nord,1,Dienstag,1,Nein
2024-01-09,3,Jannowitzbruecke_Nord,6,Dienstag,1,Nein
2024-01-09,4,Jannowitzbruecke_Nord,7,Dienstag,1,Nein
2024-01-09,5,Jannowitzbruecke_Nord,7,Dienstag,1,Nein
2024-01-09,6,Jannowitzbruecke_Nord,25,Dienstag,1,Nein
2024-01-09,7,Jannowitzbruecke_Nord,88,Dienstag,1,Nein
2024-01-09,8,Jannowitzbruecke_Nord,174,Dienstag,1,Nein
2024-01-09,9,Jannowitzbruecke_Nord,156,Dienstag,1,Nein
2024-01-09,10,Jannowitzbruecke_Nord,78,Dienstag,1,Nein
2024-01-09,11,Jannowitzbruecke_Nord,90,Dienstag,1,Nein
2024-01-09,12,Jannowitzbruecke_Nord,81,Dienstag,1,Nein
2024-01-09,13,Jannowitzbruecke_Nord,99,Dienstag,1,Nein
2024-01-09,14,Jannowitzbruecke_Nord,121,Dienstag,1,Nein
2024-01-09,15,Jannowitzbruecke_Nord,167,Dienstag,1,Nein
2024-01-09,16,Jannowitzbruecke_Nord,199,Dienstag,1,Nein
2024-01-09,17,Jannowitzbruecke_Nord,231,Dienstag,1,Nein
2024-01-09,18,Jannowitzbruecke_Nord,255,Dienstag,1,Nein
2024-01-09,19,Jannowitzbruecke_Nord,143,Dienstag,1,Nein
2024-01-09,20,Jannowitzbruecke_Nord,86,Dienstag,1,Nein
2024-01-09,21,Jannowitzbruecke_Nord,59,Dienstag,1,Nein
2024-01-09,22,Jannowitzbruecke_Nord,53,Dienstag,1,Nein
2024-01-09,23,Jannowitzbruecke_Nord,22,Dienstag,1,Nein
2024-01-10,0,Jannowitzbruecke_Nord,5,Mittwoch,1,Nein
2024-01-10,1,Jannowitzbruecke_Nord,5,Mittwoch,1,Nein
2024-01-10,2,Jannowitzbruecke_Nord,5,Mittwoch,1,Nein
2024-01-10,3,Jannowitzbruecke_Nord,2,Mittwoch,1,Nein
2024-01-10,4,Jannowitzbruecke_Nord,3,Mittwoch,1,Nein
2024-01-10,5,Jannowitzbruecke_Nord,5,Mittwoch,1,Nein
2024-01-10,6,Jannowitzbruecke_Nord,29,Mittwoch,1,Nein
2024-01-10,7,Jannowitzbruecke_Nord,72,Mittwoch,1,Nein
2024-01-10,8,Jannowitzbruecke_Nord,198,Mittwoch,1,Nein
2024-01-10,9,Jannowitzbruecke_Nord,169,Mittwoch,1,Nein
2024-01-10,10,Jannowitzbruecke_Nord,98,Mittwoch,1,Nein
2024-01-10,11,Jannowitzbruecke_Nord,76,Mittwoch,1,Nein
2024-01-10,12,Jannowitzbruecke_Nord,96,Mittwoch,1,Nein
2024-01-10,13,Jannowitzbruecke_Nord,105,Mittwoch,1,Nein
2024-01-10,14,Jannowitzbruecke_Nord,126,Mittwoch,1,Nein
2024-01-10,15,Jannowitzbruecke_Nord,190,Mittwoch,1,Nein
2024-01-10,16,Jannowitzbruecke_Nord,180,Mittwoch,1,Nein
2024-01-10,17,Jannowitzbruecke_Nord,259,Mittwoch,1,Nein
2024-01-10,18,Jannowitzbruecke_Nord,288,Mittwoch,1,Nein
2024-01-10,19,Jannowitzbruecke_Nord,167,Mittwoch,1,Nein
2024-01-10,20,Jannowitzbruecke_Nord,94,Mittwoch,1,Nein
2024-01-10,21,Jannowitzbruecke_Nord,72,Mittwoch,1,Nein
2024-01-10,22,Jannowitzbruecke_Nord,65,Mittwoch,1,Nein
2024-01-10,23,Jannowitzbruecke_Nord,32,Mittwoch,1,Nein
2024-01-11,0,Jannowitzbruecke_Nord,13,Donnerstag,1,Nein
2024-01-11,1,Jannowitzbruecke_Nord,4,Donnerstag,1,Nein
2024-01-11,2,Jannowitzbruecke_Nord,4,Donnerstag,1,Nein
2024-01-11,3,Jannowitzbruecke_Nord,4,Donnerstag,1,Nein
2024-01-11,4,Jannowitzbruecke_Nord,4,Donnerstag,1,Nein
2024-01-11,5,Jannowitzbruecke_Nord,15,Donnerstag,1,Nein
2024-01-11,6,Jannowitzbruecke_Nord,19,Donnerstag,1,Nein
2024-01-11,7,Jannowitzbruecke_Nord,95,Donnerstag,1,Nein
2024-01-11,8,Jannowitzbruecke_Nord,196,Donnerstag,1,Nein
2024-01-11,9,Jannowitzbruecke_Nord,172,Donnerstag,1,Nein
2024-01-11,10,Jannowitzbruecke_Nord,84,Donnerstag,1,Nein
2024-01-11,11,Jannowitzbruecke_Nord,79,Donnerstag,1,Nein
2024-01-11,12,Jannowitzbruecke_Nord,101,Donnerstag,1,Nein
2024-01-11,13,Jannowitzbruecke_Nord,94,Donnerstag,1,Nein
2024-01-11,14,Jannowitzbruecke_Nord,125,Donnerstag,1,Nein
2024-01-11,15,Jannowitzbruecke_Nord,158,Donnerstag,1,Nein
2024-01-11,16,Jannowitzbruecke_Nord,157,Donnerstag,1,Nein
2024-01-11,17,Jannowitzbruecke_Nord,165,Donnerstag,1,Nein
2024-01-11,18,Jannowitzbruecke_Nord,176,Donnerstag,1,Nein
2024-01-11,19,Jannowitzbruecke_Nord,120,Donnerstag,1,Nein
2024-01-11,20,Jannowitzbruecke_Nord,59,Donnerstag,1,Nein
2024-01-11,21,Jannowitzbruecke_Nord,43,Donnerstag,1,Nein
2024-01-11,22,Jannowitzbruecke_Nord,37,Donnerstag,1,Nein
2024-01-11,23,Jannowitzbruecke_Nord,27,Donnerstag,1,Nein
2024-01-12,0,Jannowitzbruecke_Nord,12,Freitag,1,Nein
2024-01-12,1,Jannowitzbruecke_Nord,7,Freitag,1,Nein
2024-01-12,2,Jannowitzbruecke_Nord,4,Freitag,1,Nein
2024-01-12,3,Jannowitzbruecke_Nord,1,Freitag,1,Nein
2024-01-12,4,Jannowitzbruecke_Nord,6,Freitag,1,Nein
2024-01-12,5,Jannowitzbruecke_Nord,6,Freitag,1,Nein
2024-01-12,6,Jannowitzbruecke_Nord,18,Freitag,1,Nein
2024-01-12,7,Jannowitzbruecke_Nord,46,Freitag,1,Nein
2024-01-12,8,Jannowitzbruecke_Nord,108,Freitag,1,Nein
2024-01-12,9,Jannowitzbruecke_Nord,115,Freitag,1,Nein
2024-01-12,10,Jannowitzbruecke_Nord,76,Freitag,1,Nein
2024-01-12,11,Jannowitzbruecke_Nord,75,Freitag,1,Nein
2024-01-12,12,Jannowitzbruecke_Nord,92,Freitag,1,Nein
2024-01-12,13,Jannowitzbruecke_Nord,102,Freitag,1,Nein
2024-01-12,14,Jannowitzbruecke_Nord,86,Freitag,1,Nein
2024-01-12,15,Jannowitzbruecke_Nord,137,Freitag,1,Nein
2024-01-12,16,Jannowitzbruecke_Nord,120,Freitag,1,Nein
2024-01-12,17,Jannowitzbruecke_Nord,121,Freitag,1,Nein
2024-01-12,18,Jannowitzbruecke_Nord,128,Freitag,1,Nein
2024-01-12,19,Jannowitzbruecke_Nord,94,Freitag,1,Nein
2024-01-12,20,Jannowitzbruecke_Nord,64,Freitag,1,Nein
2024-01-12,21,Jannowitzbruecke_Nord,36,Freitag,1,Nein
2024-01-12,22,Jannowitzbruecke_Nord,32,Freitag,1,Nein
2024-01-12,23,Jannowitzbruecke_Nord,27,Freitag,1,Nein
2024-01-13,0,Jannowitzbruecke_Nord,20,Samstag,1,Ja
2024-01-13,1,Jannowitzbruecke_Nord,9,Samstag,1,Ja
2024-01-13,2,Jannowitzbruecke_Nord,13,Samstag,1,Ja
2024-01-13,3,Jannowitzbruecke_Nord,10,Samstag,1,Ja
2024-01-13,4,Jannowitzbruecke_Nord,7,Samstag,1,Ja
2024-01-13,5,Jannowitzbruecke_Nord,4,Samstag,1,Ja
2024-01-13,6,Jannowitzbruecke_Nord,7,Samstag,1,Ja
2024-01-13,7,Jannowitzbruecke_Nord,13,Samstag,1,Ja
2024-01-13,8,Jannowitzbruecke_Nord,23,Samstag,1,Ja
2024-01-13,9,Jannowitzbruecke_Nord,36,Samstag,1,Ja
2024-01-13,10,Jannowitzbruecke_Nord,48,Samstag,1,Ja
2024-01-13,11,Jannowitzbruecke_Nord,75,Samstag,1,Ja
2024-01-13,12,Jannowitzbruecke_Nord,70,Samstag,1,Ja
2024-01-13,13,Jannowitzbruecke_Nord,91,Samstag,1,Ja
2024-01-13,14,Jannowitzbruecke_Nord,94,Samstag,1,Ja
2024-01-13,15,Jannowitzbruecke_Nord,83,Samstag,1,Ja
2024-01-13,16,Jannowitzbruecke_Nord,72,Samstag,1,Ja
2024-01-13,17,Jannowitzbruecke_Nord,82,Samstag,1,Ja
2024-01-13,18,Jannowitzbruecke_Nord,76,Samstag,1,Ja
2024-01-13,19,Jannowitzbruecke_Nord,73,Samstag,1,Ja
2024-01-13,20,Jannowitzbruecke_Nord,51,Samstag,1,Ja
2024-01-13,21,Jannowitzbruecke_Nord,38,Samstag,1,Ja
2024-01-13,22,Jannowitzbruecke_Nord,40,Samstag,1,Ja
2024-01-13,23,Jannowitzbruecke_Nord,30,Samstag,1,Ja
2024-01-14,0,Jannowitzbruecke_Nord,25,Sonntag,1,Ja
2024-01-14,1,Jannowitzbruecke_Nord,19,Sonntag,1,Ja
2024-01-14,2,Jannowitzbruecke_Nord,20,Sonntag,1,Ja
2024-01-14,3,Jannowitzbruecke_Nord,10,Sonntag,1,Ja
2024-01-14,4,Jannowitzbruecke_Nord,6,Sonntag,1,Ja
2024-01-14,5,Jannowitzbruecke_Nord,10,Sonntag,1,Ja
2024-01-14,6,Jannowitzbruecke_Nord,4,Sonntag,1,Ja
2024-01-14,7,Jannowitzbruecke_Nord,6,Sonntag,1,Ja
2024-01-14,8,Jannowitzbruecke_Nord,13,Sonntag,1,Ja
2024-01-14,9,Jannowitzbruecke_Nord,32,Sonntag,1,Ja
2024-01-14,10,Jannowitzbruecke_Nord,36,Sonntag,1,Ja
2024-01-14,11,Jannowitzbruecke_Nord,47,Sonntag,1,Ja
2024-01-14,12,Jannowitzbruecke_Nord,52,Sonntag,1,Ja
2024-01-14,13,Jannowitzbruecke_Nord,74,Sonntag,1,Ja
2024-01-14,14,Jannowitzbruecke_Nord,56,Sonntag,1,Ja
2024-01-14,15,Jannowitzbruecke_Nord,68,Sonntag,1,Ja
2024-01-14,16,Jannowitzbruecke_Nord,83,Sonntag,1,Ja
2024-01-14,17,Jannowitzbruecke_Nord,86,Sonntag,1,Ja
2024-01-14,18,Jannowitzbruecke_Nord,74,Sonntag,1,Ja
2024-01-14,19,Jannowitzbruecke_Nord,66,Sonntag,1,Ja
2024-01-14,20,Jannowitzbruecke_Nord,41,Sonntag,1,Ja
2024-01-14,21,Jannowitzbruecke_Nord,35,Sonntag,1,Ja
2024-01-14,22,Jannowitzbruecke_Nord,25,Sonntag,1,Ja
2024-01-14,23,Jannowitzbruecke_Nord,10,Sonntag,1,Ja
2024-01-15,0,Jannowitzbruecke_Nord,7,Montag,1,Nein
2024-01-15,1,Jannowitzbruecke_Nord,5,Montag,1,Nein
2024-01-15,2,Jannowitzbruecke_Nord,6,Montag,1,Nein
2024-01-15,3,Jannowitzbruecke_Nord,3,Montag,1,Nein
2024-01-15,4,Jannowitzbruecke_Nord,3,Montag,1,Nein
2024-01-15,5,Jannowitzbruecke_Nord,12,Montag,1,Nein
2024-01-15,6,Jannowitzbruecke_Nord,21,Montag,1,Nein
2024-01-15,7,Jannowitzbruecke_Nord,73,Montag,1,Nein
2024-01-15,8,Jannowitzbruecke_Nord,171,Montag,1,Nein
2024-01-15,9,Jannowitzbruecke_Nord,162,Montag,1,Nein
2024-01-15,10,Jannowitzbruecke_Nord,95,Montag,1,Nein
2024-01-15,11,Jannowitzbruecke_Nord,91,Montag,1,Nein
2024-01-15,12,Jannowitzbruecke_Nord,92,Montag,1,Nein
2024-01-15,13,Jannowitzbruecke_Nord,104,Montag,1,Nein
2024-01-15,14,Jannowitzbruecke_Nord,113,Montag,1,Nein
2024-01-15,15,Jannowitzbruecke_Nord,154,Montag,1,Nein
2024-01-15,16,Jannowitzbruecke_Nord,208,Montag,1,Nein
2024-01-15,17,Jannowitzbruecke_Nord,264,Montag,1,Nein
2024-01-15,18,Jannowitzbruecke_Nord,246,Montag,1,Nein
2024-01-15,19,Jannowitzbruecke_Nord,140,Montag,1,Nein
2024-01-15,20,Jannowitzbruecke_Nord,85,Montag,1,Nein
2024-01-15,21,Jannowitzbruecke_Nord,69,Montag,1,Nein
2024-01-15,22,Jannowitzbruecke_Nord,66,Montag,1,Nein
2024-01-15,23,Jannowitzbruecke_Nord,19,Montag,1,Nein
2024-01-16,0,Jannowitzbruecke_Nord,14,Dienstag,1,Nein
2024-01-16,1,Jannowitzbruecke_Nord,9,Dienstag,1,Nein
2024-01-16,2,Jannowitzbruecke_Nord,3,Dienstag,1,Nein
2024-01-16,3,Jannowitzbruecke_Nord,4,Dienstag,1,Nein
2024-01-16,4,Jannowitzbruecke_Nord,4,Dienstag,1,Nein
2024-01-16,5,Jannowitzbruecke_Nord,5,Dienstag,1,Nein
2024-01-16,6,Jannowitzbruecke_Nord,14,Dienstag,1,Nein
2024-01-16,7,Jannowitzbruecke_Nord,56,Dienstag,1,Nein
2024-01-16,8,Jannowitzbruecke_Nord,118,Dienstag,1,Nein
2024-01-16,9,Jannowitzbruecke_Nord,111,Dienstag,1,Nein
2024-01-16,10,Jannowitzbruecke_Nord,54,Dienstag,1,Nein
